"userName","score","at","content"
"Isan Saputra","1","22/01/2022 08:22","Mau downloud juga gak bisa"
"Fadhlan Al-Rasyid","5","22/01/2022 08:20","??"
"Wiwin Wwien","1","22/01/2022 08:18","Please tanggal lahir mending manual aja yaaa, buat yg manula ngisi tanggal lahirnya nambah penyakit darah tinggi sama encok jari, yuk bisa yukk gak bikin manula darah tinggi. ??????, situ melenial enak berapa kali pencet tahun lahir keluar, lah kita manula encok jari sama puyeng. Jangan bikin ribet ya, masalah kita udah banyak jgn ditambahi pencet² tahun lahir."
"Masdiana Manullang","5","22/01/2022 08:17","Dibutuhkan banyak orang"
"jefri boy","5","22/01/2022 08:15","Ok .."
"elsy astriyul","5","22/01/2022 08:14","Mantaps"
"Indrajati Antonio","1","22/01/2022 08:11","Proses input tanggal lahir sangat merepotkan jika lahir 40 tahun lalu karena harus geser dari tanggal sekarang."
"Dara Go","5","22/01/2022 08:10","Sangat membantu dan gmpa dimerti"
"Filipus Sitepu","5","22/01/2022 08:09","Mantulll"
"putut 1329","5","22/01/2022 08:08","Good"
"Pudji Rahayu","5","22/01/2022 08:08","Good"
"Nurlaeni Drajat","5","22/01/2022 08:07","Sangat kerennn sekali"
"suci suciatun","5","22/01/2022 08:03","Mudah prosesnya"
"Samsung J7core","5","22/01/2022 08:02","Mantap smg selalu exsis.."
"Triana Santa","5","22/01/2022 08:00","ok.."
"Nurtati Hidayah","4","22/01/2022 07:58","Bagus dan membantu"
"rupz hazzue","4","22/01/2022 07:56","??????"
"Widjiharijono Harijono","5","22/01/2022 07:55","Sangat baik"
"Efratta Sutar","5","22/01/2022 07:55","Sangat bermanfaat"
"Ardie Yono","1","22/01/2022 07:53","Banyak yang harus di perbaiki"
"Munawar Khalil","5","22/01/2022 07:53","Thanks 4 you"
"Kayla Putri Ramadhani","1","22/01/2022 07:52","G bisa dibuka Selalu muncul lokasi buatan harap dmatikan.. bikin bingung"
"Hariyanto Hariyanto","5","22/01/2022 07:51","Ok"
"rusdy permata","4","22/01/2022 07:51","sangat baik"
"Khalid Muhammad","5","22/01/2022 07:49","Bgusssssssss"
"KumbanKuning Jeffreyansyah","5","22/01/2022 07:47","Ok"
"Achamdi Adi","5","22/01/2022 07:46","Dengan vaksin kita ikut serta dam penanggulangan COVID 19"
"Umar Eleng","5","22/01/2022 07:44","Ok"
"Mutiara Ponsel","5","22/01/2022 07:42","Keren"
"Gimun Gimunn","5","22/01/2022 07:38","Sertifikat faksin covid 19"
"Rahmad Saad","4","22/01/2022 07:34","Good"
"Arif Budiman gumay","5","22/01/2022 07:32","Kemana - Mana Perlu..."
"Aen Judiawan","5","22/01/2022 07:28","Ada banyak keuntungan juga aplikasi ini"
"Atika Shabrina","5","22/01/2022 07:25","Siip sekali aplikasi ini sekarang...dulu emang sulit tapi sekarang sip gampang banget langsung menemukan yang di tuju"
"OPERATION - PT DERAYA","5","22/01/2022 07:21","Semua berjalan dengan lancar"
"Fathur Rahman","5","22/01/2022 07:20","Cepat dan mudah"
"Widi Nugroho","2","22/01/2022 07:19","Terlalu rumit"
"faudu laia","5","22/01/2022 07:18","Bagus"
"Wandi Yusuf","1","22/01/2022 07:16","baik sekalu"
"Yal Phonexs","5","22/01/2022 07:16","Perjalanan lebih aman"
"Ahmad Ales","5","22/01/2022 07:16","Sangat membantu"
"Wilson Simatupang","5","22/01/2022 07:14","Indonesia hebat semoga semakin jaya dan makmur"
"Toni Nugroho","5","22/01/2022 07:08","Oke"
"Suhendi Suhendi","5","22/01/2022 07:06","sangat membantu"
"kudus andriyanto","2","22/01/2022 07:06","Udh ada bukti sertifikat ttp aja srh scan...klo masuk mall .tujuan vaksin iki opoo...Syarat maksuk mall kan hrs sdh vaksin..."
"liesradit erdayanti","1","22/01/2022 07:05","sudah vaksin 2 x kenapa masih kuning statusnya"
"Ngatman 123","5","22/01/2022 07:01","Sangat membantu dalam aktivitas dg aplikasi ini."
"Apiau Februari","5","22/01/2022 07:00","Mantap"
"Razzaq Ahmad","5","22/01/2022 06:57","sangat membantu"
"Rioo Sanjayaa","4","22/01/2022 06:57","Terkadang mau cekout gagal"
"Mesdi medi","1","22/01/2022 06:55","Susah mengisi tanggal"
"Tina Tina","1","22/01/2022 06:51","Kok lelet sekali maok masuk juga masukin nama dan no kita aja gagal terus gimna ini"
"Jonli Srilega","2","22/01/2022 06:51","Masih ada kekurangan mohon maaf saya sudah 2 kali vaksin di rumah sakit umum daerah saya tapi belum dapat sertifikqt smpai sekarang baik bentuk benda maupun data?? mohon dibantu??"
"Esa Sans","1","22/01/2022 06:50","Bug-nya :)"
"Amud Amaludin","2","22/01/2022 06:49","O p h"
"icky pria","5","22/01/2022 06:41","Mantap"
"Yuli 7677","5","22/01/2022 06:40","Sangat membantu bagus3X"
"Rakhmanof Iyan","5","22/01/2022 06:38","Tebet"
"yuli mamah","1","22/01/2022 06:37","Susah banget,padahal sudah sesuai arahan,tapi masih salah dan gak sesuai NIK????????"
"Yaman nurjaman Maulana","5","22/01/2022 06:32","Bagus membantu kelancaran dalam perjalanan/bepergian ,Terima kasih"
"Bagus CB","5","22/01/2022 06:30","Aku Mah Yes"
"sis wanto","5","22/01/2022 06:28","Mantap"
"Hadiid M. Ali","1","22/01/2022 06:28","Culun"
"Rofi Dalbadel","1","22/01/2022 06:26","terlalu ribet cara daftarnya"
"Patuan Hutagalung","2","22/01/2022 06:22","Bertele2, rumit. Jangan dipersulit. Kalau cuma mau lihat sertifikat kenapa harus isi banyak2. Dan butuh waktu lama apalagi harus diulang2 isi data pribadinya. Mentang2 dibutuhkan..."
"Ramlia Kaban","5","22/01/2022 06:17","Mudah diakses dan tidak pernah ada kendala ... top deh"
"Herry Asya","5","22/01/2022 06:15","Terima kasih sangat membantu"
"hartono suprianus","5","22/01/2022 06:14","Aman dan tetap mengikuti protokol kesehatan."
"Joko Wahono","5","22/01/2022 06:04","sangat bermanfaat"
"Siti Latifah","1","22/01/2022 06:01","Aplikasi ga jelas , sy ud divaksin tapi di aplikasi ga msuk datanya malah tanda merah mau masuk ke mol ga bisa ampe unjukin kertas bukti vaksin ttep aj ribet , tolong lah jgn dipersulit rakyat , makin ga jelas aja , payah ga bisa juga aplikasi saya digunakan, gimana ni sertifakt tetep ga bisa nongol , uda dtg berkalia2 ketempat vaksin tetep ga nongol juga"
"Zahrotussyifa Agustin","5","22/01/2022 06:01","Gmn cara lihat sertipikat vaksin anak ,yg berbeda nomor hp saat pendaftaran"
"Nana H C","5","22/01/2022 05:56","Oke"
"michael gorby","4","22/01/2022 05:52","Oke"
"Paroris Liga","5","22/01/2022 05:52","Keren"
"Serfasius Gaya selasa","5","22/01/2022 05:51","Mantap"
"Marsi Marsi","5","22/01/2022 05:47","Good"
"Viko Febrian","5","22/01/2022 05:47","Wow"
"Ferli Kornelius","5","22/01/2022 05:45","Mantap"
"therin therin","1","22/01/2022 05:45","Apk masih bayi, terlalu buru buru, banyak sekali kekurangan nya"
"Dedy John","5","22/01/2022 05:43","Baik"
"Hans Reas","5","22/01/2022 05:39","Selama ini sy tdk ada kesulitan membuka peduli lindungi..semoga kedepan selalu begitu..salam sehat"
"Santy Catata","1","22/01/2022 05:37","updt doang"
"Gledis Piliay","1","22/01/2022 05:35","TOLONG DI UPGRADE APLIKASINYA. Cari Tanggal Lahir saja,haruss di scrool... Lama,makan waktu dan biking capekk... Tolong diperhatikan aplikasinya,biar pengguna itu merasa nyaman dan puas ?? Terima kasih !"
"Rachmad Gunawan","5","22/01/2022 05:34","Info vaksin update"
"Sahrul Ihsan","5","22/01/2022 05:29","Duka aah"
"Parahita Parahita","5","22/01/2022 05:27","Ok"
"Ranah 17","5","22/01/2022 05:24","Good job"
"Maryati marya","5","22/01/2022 05:23","Bgusss"
"Agus Purwadi","5","22/01/2022 05:23","Sangat bermanfaat dan membantu memberikan informasi terkait."
"Bams stie","5","22/01/2022 05:23","Oke"
"Syukur Yakub","4","22/01/2022 05:22","Ok"
"Qodir Mq","5","22/01/2022 05:21","Good"
"Ratino Ratinoo","5","22/01/2022 05:19","??????"
"Alang Yus","1","22/01/2022 05:18","Hati2 dengan penipuan...semua nya hanya perlu data doank..."
"Tri Yuliantokrd","5","22/01/2022 05:17","Bagus... Bisa membantu"
"Marsella Masus","1","22/01/2022 05:17","Aplikasi yang bagus"
"Evdhi Yusuf","1","22/01/2022 05:15","Tidak bisa masuk..!!"
"bang ocid","1","22/01/2022 05:11","Aplikasi gk jelas"
"PURNOMO_SOEKIMIN_ PADJAR","5","22/01/2022 05:10","Top"
"Muhammad Ebib","5","22/01/2022 05:09","Membantu sekali"
"Fian71","1","22/01/2022 05:07","Gajelas banget, padahal NIK udh bnr dibilang salah sama apknya"
"Livan SIN","1","22/01/2022 05:06","tolong ya kalo buat aplikasi itu liat usia kasian lo orang tua yg nggak ngerti, jangan kira orang tua bisa ngerti dengan cepat. kasian juga anak anak nya terus ditanyain sama orang tuanya gmn cara pakai ni apa fungsinya ini itu emang kita bakal 24jam temenin keluar rumah bareng orang tua. tolol sumua mikirin buat anak muda aja, itu ada deteksi robot dan segala macam gmn maksutnya mata orang tua saya sudah ++ di kasi nyari gambar gmn sih tolol. tolong di jawab bos dan diperbarui seger yg simple"
"Rion Ramadhan","1","22/01/2022 05:06","Tolong untuk pengisian tanggal lahir di perbaiki"
"Sahrul Ramadhani","1","22/01/2022 05:06","Aplikasi nya ini gimana sih Saya mau cetak sertifikat vucksin gak bisa Di tanyain no paspor Masalahnya saya gak punya paspor"
"Syamsul Kuslan","5","22/01/2022 05:04","Baguus"
"Uda Fuad","5","22/01/2022 05:02","Bagus"
"Jimmy Saidi","5","22/01/2022 05:01","Habis diperbarui susah masuk lagi"
"Tegar Tegar","2","22/01/2022 05:01","Ini kok enggak bisa daftar masuk pakai nik ya mohon diperbaiki."
"Grace Latumeten","5","22/01/2022 04:58","Jadi lbh mudah melihat data dan riwayat dan klo ada perlutinggal hub dokter.semua jd lbh gampang????"
"Hari Fany","5","22/01/2022 04:58","Good"
"Mochamad alvian Rozaki","5","22/01/2022 04:58","Jos"
"MIMIN OHORELLA","5","22/01/2022 04:57","Alhamdulillah bisa pantau kondisi percoronaan dari Aplikasi ini. Mantaff"
"Hasta Dewi","5","22/01/2022 04:55","Informasi cepat"
"Surya Jakarta","2","22/01/2022 04:55","Perbaiki pada saat memasukan tgl lahir tidak bs diketik lgs tgl dan tahun nya,memkn wkt lama kadang ngehank hrs diulang,kasihan kl ortu yg thnnya udh tua hrs pencet satu satu"
"Muhammad Ridha","5","22/01/2022 04:55","Good"
"Vicky Firdausiwijaya","1","22/01/2022 04:52","Tolong untuk klim sertifikat gausah pakek captcha gambar pakek angka aja, udah bener masih salah2 aja, bikin ribet. Dan yg vaksin tuh pasti orang bukan robot"
"Cindi Boru Sirait","5","22/01/2022 04:51","bagus, aplikasi nyaa"
"Mahendra Syam","5","22/01/2022 04:49","Ok"
"Vinash Virgiawan","5","22/01/2022 04:49","Sangat membantu"
"Arya Dilla","1","22/01/2022 04:49","Jangan sering update dong abis paket saya nanti"
"Tangerang Selatan","5","22/01/2022 04:47","bagus aflikasinya"
"putry Agustina","2","22/01/2022 04:45","Aplikasi jangan berbelit belit mau buka saja susah harus diperbaruhi terus"
"indah dian","4","22/01/2022 04:45","Ok"
"Zaenudin Sardjan","5","22/01/2022 04:44","Oke"
"yohanis 017","5","22/01/2022 04:42","Baik"
"marfuah 1987","5","22/01/2022 04:40","Cepat dan Akurat"
"Jiah Siti","5","22/01/2022 04:40","Mantab"
"Lena Dalena","5","22/01/2022 04:39","Tingkat kan lagi, agar lebih mudah di gunakan, Sering susah akses masuk lindungi perduli."
"HENDRY AJA","5","22/01/2022 04:36","Mantap"
"Margiyanta Alias Masgik","5","22/01/2022 04:36","Ok"
"Tjjhio Ellynio","5","22/01/2022 04:35","Sangat membantu dlm memutus rantai covid 19.."
"Siti Sumarni","5","22/01/2022 04:34","Adanya penambahan vaksin ke 3 sangat setuju..biar lebih kebal terhadap berbagai penyakit."
"Salsa Octavianti","5","22/01/2022 04:33","Bagus"
"Nurlela Kusdiati","4","22/01/2022 04:31","bgs"
"Franky GA","5","22/01/2022 04:30","Mantap"
"Dwi Harjanto","5","22/01/2022 04:30","Mantab"
"Alan Surya","1","22/01/2022 04:28","Nyusahin"
"Ayah Paidi","1","22/01/2022 04:25","Terima kasih informasinya sangat penting untuk diketahui masyarakat awam teknologi informasi , namun aplikai untuk memasukkan tgl lahirnya tidak relevan karena keluar tanggalan yang harus ngerol yg tidak masuk di akal"
"oby mithe","1","22/01/2022 04:23","Aplikasinya Ribeeett Paraaah,Gak Work Sama Sekali... -Nama Dan Nik Sudah Sesuai Masa tidak Bisa Di Cek Status Vaksin ( Mohon Developer Perbaiki Secepatnya) -Kolom Input Tanggal dan Tahun Kelahiran Susah Buat disesuaikan,Harus Disesuaikan Dari Tahun Terbaru Sampai Tahun Kelahiran Anggota...Tolong Diperbaiki Opsi Penginputan Tanggal Lahir Yang Menurut Saya Sangat Tidak Recomended... apabila Anggota/Masyarakat Dengan Kategori Usia Lansia Harus Disetel Kebelakang Sampai Jari jemari Lemas ??????????"
"Bhakti Yasa","5","22/01/2022 04:22","Hasil baik"
"Aira Yasmin","1","22/01/2022 04:20","Z11??"
"Ramm Seruji","5","22/01/2022 04:18","Sangat baik"
"Agustinus Tarri","2","22/01/2022 04:18","Kadang2 eror"
"Desi Susanti","5","22/01/2022 04:18","Bagus"
"mangadil sihite","5","22/01/2022 04:17","Ok"
"Dwi Dwi","1","22/01/2022 04:15","Payah ...saya udah isi nama sesuai KTP..no nik Ktp tetep saja ga bisa daftar harus sesuaikan nama dan nomer KTP ..ini yg salah apanya aplikasinya atau KTP saya tolong lah"
"Abimanyuchandrakirana Abimanyu","1","22/01/2022 04:14","Aplikasi nya tidak bisa di buka udh faksin ni saya tapi tidak bisa di buka"
"Doharjhony Purba Purba","5","22/01/2022 04:13","Ok"
"Sunoto Mulyo","5","22/01/2022 04:13","sangat baik"
"arjun baihaqy","5","22/01/2022 04:12","Mantap"
"MARKUS SALMON MALIHU","5","22/01/2022 04:12","Bagus kok"
"Darren Kusumajaya","1","22/01/2022 04:12","Error terus"
"Budi Siswanto","5","22/01/2022 04:11","Baguuslah"
"supybahri bahri","1","22/01/2022 04:10","Pny sy eror dh d perbaharui ttp j loding ny lemot gmn mao d pakai aplikasiny"
"anton pandang","5","22/01/2022 04:10","Bagus"
"Budiman _","5","22/01/2022 04:09","Ok"
"Ir Sya","1","22/01/2022 04:08","Sangat buruk"
"muh nashruddin22","1","22/01/2022 04:08","Peduli lindunginya eror, padahal ke mana mana harus scan QR. Jadi gak bisa masuk tempat wisata :')"
"KeyNyotabi Nybi","1","22/01/2022 04:07","Jelek"
"Anggi Krisdiansyah","2","22/01/2022 04:05","Ngatur tanggalnya susah sampe ngelag aplikasinya.. tolong di permudah, di bikin jadi ngetik langsung aja tanggal lahirnya jangan mode slide kek gini susah, apalagi yang tahun tua"
"Sholihah 1202","1","22/01/2022 04:01","Kenapa aplikasinya susah bgt dibuka? Bisa dibenahi lagi"
"Jimmy Arlim","5","22/01/2022 04:00","Lancar jaya"
"Fathur Rahman","5","22/01/2022 03:59","Nice."
"Hidayati Anik","5","22/01/2022 03:59","Sangat bagus"
"Rinaldydarwis Tiloly","2","22/01/2022 03:58","Mau daftar vaksin ke dua tapi, pas input nik dan nama saya sendiri tapi nama saya salah?????!!!!!"
"NASYA PUTRI NURMANITA","5","22/01/2022 03:54","Ok dech bagus banget aplikasi ini untuk tahu tentang vaksinasi saya suka suka suka suka Fersi mei mei"
"Ryo Pambudy","5","22/01/2022 03:54","Membantu sangat"
"Sutan iskandar Al acehi","1","22/01/2022 03:49","captcha ².. pecal kalee.. bikin ribet aja"
"Nisa Soliha","1","22/01/2022 03:47","Vaksin aman"
"Agustinus Dala","5","22/01/2022 03:47","Bagus"
"Dianah Rusydatus","1","22/01/2022 03:41","Dari bulan oktober 2021 sertifikat gk muncul2 padahal udah telfon ke 119"
"amir arsyad","5","22/01/2022 03:41","Bagus"
"Ciara SF","1","22/01/2022 03:40","Parah nie aplikasinya,,kapan sruh di perbahrui..giliran mao liat sertifikat yg ke 2 kga bisa² gmn si,,udh ngisi pormulirnya..gabisa jg,,"
"isad Surentul","5","22/01/2022 03:40","Sangat membantu.."
"Tri WidiA","1","22/01/2022 03:39","Aplikasi apa ini"
"Edi Saleh","4","22/01/2022 03:37","Apk semakin bagus,....sangat membantu.... Terus di tingkatkan....ntar kasih 5 bintang..."
"Lempi Robowo","4","22/01/2022 03:37","Maju terus"
"Mardi Ardika","2","22/01/2022 03:36","06u.. Thezzh L. M"
"JOHAN LESMANA","5","22/01/2022 03:35","Mantap"
"Rama Mahesa","1","22/01/2022 03:34","Peh ...... Aplikasi bodo padahal keluar sebentar untuk ngecek otp mau masuk harus login lagi otp baru lagi....... Terus untuk mengisi tanggal sangat ribet harus geser bulan demi bulan...... Sangat kurang praktis......"
"edwin xanders","1","22/01/2022 03:33","Jelek banget ni Aplikasi, mau registrasi ketik tanggal lahir aja. Ribet ngetik ratusan kali. Kmu pikir kita lahir tgl 2000 an.. kita yg dah tua gini. Dikerjain bgini, ujung² nya gagal..."
"Adi Susilo","5","22/01/2022 03:33","Mudah digunakan."
"EL HaFa","5","22/01/2022 03:32","Perasaan saya pakai aplikasi ini baik2 aja dan mudah .. kenapa diulasan banyak yg bilang susah ..hmm"
"rianto napitupulu","5","22/01/2022 03:31","Sangat baik"
"Misbah Misbahudin","5","22/01/2022 03:29","Mantap"
"Izam Pongak","2","22/01/2022 03:29","Ko gbisa busa"
"S Subandi","5","22/01/2022 03:26","Akurat"
"Ngongo Moza","5","22/01/2022 03:26","Darius Rada muri 531102o6o672ooo1"
"Rudi Hartono","5","22/01/2022 03:26","Sangat membantu"
"Muti_Gacha 23","4","22/01/2022 03:24","Lumayanlah"
"Khayra Nurfirmansyah","1","22/01/2022 03:24","Sertifikat ke 2 gk kluar payah"
"Ronalsandabunuk Ronalsandabunuk","5","22/01/2022 03:16","??"
"Bagoes Wibowo","5","22/01/2022 03:16","Okaay....Mantaps ??"
"Nana Suryana","1","22/01/2022 03:13","Padahal udah persinya tapi ga bisa masuk"
"Rega Randhika","5","22/01/2022 03:11","Bagus"
"Rusli Pobuat","5","22/01/2022 03:07","Tapi kok gak semuanya bisa di fungsikan"
"Nurhayati Nurhayati","2","22/01/2022 03:06","Ibu saya tahun lahir 1948. Ribet banget buat ngisi tanggal lahir haus tap ratusan kali"
"Ahmad jhoni","5","22/01/2022 03:01","Sangat membantu"
"Reval Eka","4","22/01/2022 03:01","09 lalu"
"Novia Dwiwulandari123","1","22/01/2022 02:54","Rumita banget dasar apk Indonesia"
"Gege Asa","5","22/01/2022 02:49","Bagus"
"Heru Wahyudi","5","22/01/2022 02:49","Bagus"
"Abu Hikmah","5","22/01/2022 02:48","Mantaaaaaaaps........"
"Bli Mertha","2","22/01/2022 02:47","Melengkapi profil selalu eror ( internal server eror )"
"Mass Bayu","1","22/01/2022 02:46","Aplikasi kok kek gini, bikin susah aja. Bikin aplikasi membantu jangan mempersulit ya. Jangan di ulangi lagi lah yang kayak begini"
"Suher Man","1","22/01/2022 02:46","Apk apaannih ngga membantu banget"
"Nasron Nasron","5","22/01/2022 02:41","Keren"
"Rendy Sp","5","22/01/2022 02:41","Ok"
"Manjor !!!","5","22/01/2022 02:39","Kek gimana"
"edo sanjaya","1","22/01/2022 02:37","KOK BISA no hp dan NIK saya bukan nama saya ? Terus saya mau Vaksin ke 2 tidak bisa karena tiket Vaksin saya berdasarkan NIK dan No Hp sudah digunakan ... Kenapa bisa seperti ini, ada apa ?"
"Arifin Iman","5","22/01/2022 02:36","Sangat membantu"
"Deryanto Wilson","4","22/01/2022 02:34","bagus"
"Andy Effendi","5","22/01/2022 02:34","Top z lah"
"Suherman Herman","1","22/01/2022 02:33","Apk nya susah buat nulis tgl tahun lahir sangat repot kudu mencet2 ngk bisa di geser cepat lemottt"
"dadang sudrajat","5","22/01/2022 02:28","membantu kelancaran beraktivitas"
"Amirul Amirul","5","22/01/2022 02:27","Boh"
"Jasim One","1","22/01/2022 02:24","Apk nya nguras batre.udah gitu eror mulu"
"Tolal Tohari","5","22/01/2022 02:24","Mempermudah akses pelayanan di masa pandemi covit 19"
"adi nunu","1","22/01/2022 02:21","lieur ah vaksin wae nyah ameh naon"
"Asalyaman Gulo","5","22/01/2022 02:20","Good"
"anifa asfiyah","5","22/01/2022 02:14","Aplikasi ini sangat membantu dan penting"
"Joshua_ Gamerz","5","22/01/2022 02:14","Bagus banget"
"Herry Herry","5","22/01/2022 02:13","Ditinggkat kn lgi"
"Zeira Dimas","5","22/01/2022 02:11","Sangat bagus"
"raka saputra","5","22/01/2022 02:10","Goog..."
"Nur Khasanah","5","22/01/2022 02:06","Bagus"
"Andi Hilmya hadziqah rajwa","5","22/01/2022 02:01","membantu banget,apa lagi buat pelajar yang ngebutuhin bukti vaksinnya"
"umar Oenno","5","22/01/2022 02:01","Good"
"mamah sofi","1","22/01/2022 02:00","Eroorrrrrrrr4"
"Satria Ariesta","5","22/01/2022 01:59","Ok"
"Muhammad nabil Adhs","1","22/01/2022 01:57","Sertifikat vaksin gua mana asw kok gak di temukan"
"luthfida 81","1","22/01/2022 01:56","Mau buka lemotttttttttttt"
"Francien Nitikoesoema","4","22/01/2022 01:55","Kapan booster vaksin saya bisa saya dapat apa sesudah vaksin ke2 berjalan beberapa bln.? Terima kasih untuk informasinya."
"sabda lima","5","22/01/2022 01:55","baik"
"Gunawan Igun","5","22/01/2022 01:55","??????"
"Geby Sumanti","5","22/01/2022 01:55","Baik"
"ko juniansyah","4","22/01/2022 01:54","Ok"
"Fatimah Bjb","5","22/01/2022 01:53","Sangat membantu"
"Mas Rofik","5","22/01/2022 01:52","Bagus"
"Rody NOV","5","22/01/2022 01:51","Good"
"Marni Marbun","5","22/01/2022 01:51","Oke"
"ravi firmansyah","5","22/01/2022 01:50","Informatif"
"Afra Parfum","2","22/01/2022 01:48","Perbaruan terus"
"Dani Santosa","5","22/01/2022 01:44","Sangat2 membatu"
"Hasanudin Hasan","5","22/01/2022 01:41","Good"
"Dian Indahsari","1","22/01/2022 01:40","Aplikasinya kurang ringkas"
"NandraP77","4","22/01/2022 01:38","Jan nyuruh vaksin trs, manusia jg punya batas."
"Neng Rohaeni","5","22/01/2022 01:38","Sangat membantu untuk informasi covvid 19"
"Sinta Baby","5","22/01/2022 01:30","Bagus"
